Artist_x,Title,PeakPos,Duration,Date,id,Acousticness,Album,AlbumType,Artist_y,Danceability,DateS,Energy,Explicit,Genre,Instrumentalness,Key,Label,Length,Liveness,Loudness,Speechiness,Tempo,Track,TrackNumber,Valence
Nicki Minaj,Chun-Li,10.0,9.0,2018-04-21,45,0.307,Chun-Li,single,Nicki Minaj,0.643,2018-04-12,0.766,1.0,"['dance pop', 'hip pop', 'pop', 'pop rap']",1.38e-05,6.0,Nicki Minaj/Cash Money,191605.0,0.107,-4.788,0.384,97.092,Chun-Li,1.0,0.463
6ix9ine DJ SPINKING,TATI,46.0,2.0,2018-06-09,46,0.00214,TATI,single,6ix9ine,0.779,2018-05-27,0.767,1.0,"['rap', 'trap music']",0.0,11.0,"TenThousand Projects, LLC",154565.0,0.102,-5.462,0.258,91.981,TATI,1.0,0.523
BTS,Fake Love,8.0,25.0,2016-11-12,47,0.00267,Love Yourself 轉 'Tear',album,BTS,0.557,2018-05-18,0.719,0.0,['k-pop'],0.0,2.0,Bighit Entertainment,242333.0,0.306,-4.515,0.0372,77.501,FAKE LOVE,2.0,0.344
Juice WRLD,All Girls Are The Same,47.0,4.0,2018-05-26,48,0.0769,Goodbye & Good Riddance,album,Juice WRLD,0.671,2018-05-23,0.529,1.0,"['rap', 'trap music']",0.000335,0.0,Juice WRLD Mixtape / ISR P&D,165819.0,0.0856,-7.226,0.307,161.989,All Girls Are The Same,2.0,0.203
Bruno Mars Cardi B,Finesse,3.0,23.0,2018-01-13,49,0.0185,Finesse (Remix) [feat. Cardi B],single,Bruno Mars,0.704,2017-12-20,0.859,0.0,"['dance pop', 'pop', 'post-teen pop']",0.0,5.0,Atlantic Records,217288.0,0.0215,-4.877,0.0996,105.115,Finesse (Remix) [feat. Cardi B],1.0,0.926
XXXTENTACION,Sad!,7.0,14.0,2018-03-17,50,0.258,?,album,XXXTENTACION,0.74,2018-03-16,0.613,1.0,[],0.00372,8.0,"Bad Vibes Forever, LLC",166605.0,0.123,-4.88,0.145,75.023,SAD!,4.0,0.473
The Weeknd,Call Out My Name,4.0,10.0,2018-04-14,51,0.211,"My Dear Melancholy,",single,The Weeknd,0.449,2018-03-30,0.599,0.0,"['canadian pop', 'pop', 'rap']",0.0,1.0,The Weeknd,228373.0,0.327,-4.892,0.0369,134.144,Call Out My Name,1.0,0.165
Lauv,I Like Me Better,53.0,17.0,2018-02-24,52,0.535,I Like Me Better,single,Lauv,0.752,2017-05-19,0.505,0.0,['pop'],2.55e-06,9.0,Lauv,197436.0,0.104,-7.621,0.253,91.97,I Like Me Better,1.0,0.419
Dua Lipa,IDGAF,49.0,21.0,2018-01-27,53,0.0433,Dua Lipa (Deluxe),album,Dua Lipa,0.836,2017-06-02,0.552,1.0,['pop'],0.0,7.0,Warner Bros.,218173.0,0.0773,-5.66,0.0851,97.036,IDGAF,5.0,0.525
Florida Georgia Line,Simple,55.0,1.0,2018-06-16,54,0.0848,Florida Georgia Line,single,Florida Georgia Line,0.375,2018-06-01,0.889,0.0,"['contemporary country', 'country road', 'modern country rock']",0.0,3.0,"BMLG Records, LLC",185200.0,0.136,-3.704,0.0991,199.669,Simple,1.0,0.881
Kenny Chesney,Get Along,56.0,9.0,2018-04-21,55,0.0997,Get Along,single,Kenny Chesney,0.602,2018-04-06,0.805,0.0,"['contemporary country', 'country', 'country road']",0.0,7.0,Blue Chair Records/Warner Bros.,199626.0,0.172,-6.079,0.0473,92.401,Get Along,1.0,0.322
Nicky Jam J Balvin,X,36.0,21.0,2016-10-01,56,0.0364,X,single,Nicky Jam,0.595,2018-03-02,0.773,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.00108,9.0,Sony Music Latin,173627.0,0.334,-4.736,0.0549,180.073,X,1.0,0.711
Morgan Wallen Florida Georgia Line,Up Down,54.0,11.0,2018-04-07,57,0.0788,If I Know Me,album,Morgan Wallen,0.588,2018-04-27,0.885,0.0,"['contemporary country', 'country road', 'deep talent show']",0.0,6.0,Big Loud Records,198120.0,0.175,-3.046,0.0346,129.933,Up Down (feat. Florida Georgia Line),1.0,0.786
Tyga Offset,Taste,59.0,2.0,2018-06-09,58,0.0236,Taste (feat. Offset),single,Tyga,0.884,2018-05-16,0.559,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,Last Kings Music / EMPIRE,232959.0,0.101,-7.442,0.12,97.994,Taste (feat. Offset),1.0,0.342
J. Cole,KOD,10.0,7.0,2018-05-05,59,0.21,KOD,album,J. Cole,0.831,2018-04-20,0.782,1.0,"['pop', 'pop rap', 'rap']",0.0,0.0,J. Cole P&D,191436.0,0.113,-6.274,0.15,141.869,KOD,2.0,0.199
Charlie Puth Kehlani,Done For Me,53.0,5.0,2018-05-19,60,0.193,Voicenotes,album,Charlie Puth,0.856,2018-05-11,0.632,0.0,"['pop', 'post-teen pop', 'viral pop']",0.0,6.0,Artist Partner,180493.0,0.0688,-3.692,0.074,112.009,Done For Me (feat. Kehlani),5.0,0.697
Jason Aldean,You Make It Easy,28.0,19.0,2018-02-10,61,0.143,You Make It Easy,single,Jason Aldean,0.375,2018-01-26,0.574,0.0,"['contemporary country', 'country', 'country road']",0.0,7.0,Broken Bow Records,196800.0,0.11,-5.305,0.0315,132.025,You Make It Easy,1.0,0.406
Post Malone Nicki Minaj,Ball For Me,16.0,6.0,2018-05-12,62,0.493,beerbongs & bentleys,album,Post Malone,0.792,2018-04-27,0.56,1.0,"['pop', 'rap']",0.0,9.0,Republic Records,206266.0,0.0849,-4.125,0.225,134.044,Ball For Me (feat. Nicki Minaj),10.0,0.505
Foster The People,Sit Next To Me,63.0,12.0,2018-03-31,63,0.117,Sacred Hearts Club,album,Foster The People,0.638,2017-07-21,0.738,0.0,"['indie pop', 'la indie', 'modern alternative rock', 'modern rock', 'pop']",0.000384,6.0,Columbia,243146.0,0.689,-4.976,0.0292,97.021,Sit Next to Me,3.0,0.657
Daddy Yankee,Dura,43.0,18.0,2018-02-17,64,0.183,Dura,single,Daddy Yankee,0.791,2018-01-18,0.848,0.0,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",0.0,1.0,EL CARTEL RECORDS (EC3),200480.0,0.409,-3.456,0.0506,95.0,Dura,1.0,0.828
Lil Pump,Esskeetit,24.0,8.0,2018-04-28,65,0.022,Esskeetit,single,Lil Pump,0.932,2018-04-13,0.506,1.0,['rap'],0.0,11.0,Warner Bros.,181714.0,0.0933,-7.755,0.161,139.974,Esskeetit,1.0,0.696
Rae Sremmurd Juicy J,Powerglide,28.0,14.0,2018-03-17,66,0.0168,SR3MM,album,Rae Sremmurd,0.713,2018-05-04,0.831,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Mike WiLL Made-It,332300.0,0.118,-4.75,0.15,173.948,Powerglide (feat. Juicy J) - From SR3MM,7.0,0.584
Famous Dex,Japan,28.0,11.0,2018-04-07,67,0.121,Dex Meets Dexter,album,Famous Dex,0.733,2018-04-06,0.678,1.0,"['drill', 'pop', 'rap', 'trap music']",0.0,6.0,300 Entertainment,142000.0,0.344,-7.771,0.438,175.985,JAPAN,3.0,0.841
Dierks Bentley,"Woman, Amen",67.0,9.0,2018-04-14,68,0.00101,"Woman, Amen",single,Dierks Bentley,0.563,2018-01-17,0.772,0.0,"['contemporary country', 'country', 'country road']",1.95e-05,5.0,Capitol Records Nashville,180242.0,0.214,-6.737,0.0593,119.909,"Woman, Amen",1.0,0.394
A$AP Rocky Skepta,Praise The Lord (Da Shine),45.0,2.0,2018-06-09,69,0.0609,TESTING,album,A$AP Rocky,0.85,2018-05-25,0.569,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0816,5.0,A$AP Worldwide/Polo Grounds Music/RCA Records,205040.0,0.1,-8.152,0.136,80.02,Praise The Lord (Da Shine),5.0,0.294
David Lee Murphy Kenny Chesney,Everything's Gonna Be Alright,69.0,7.0,2018-05-05,70,0.0721,No Zip Code,album,David Lee Murphy,0.764,2018-04-06,0.587,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",6.45e-06,5.0,"Reviver Records, LLC.",229573.0,0.094,-7.002,0.0298,89.98,Everything's Gonna Be Alright,3.0,0.494
YoungBoy Never Broke Again,Overdose,42.0,6.0,2018-05-12,71,0.224,Until Death Call My Name,album,YoungBoy Never Broke Again,0.809,2018-04-27,0.845,1.0,['trap music'],0.0,10.0,"Never Broke Again, LLC",176990.0,0.638,-5.843,0.352,90.015,Overdose,1.0,0.67
Halsey Big Sean Stefflon Don,Alone,60.0,10.0,2016-11-05,72,0.0164,Alone (Feat. Big Sean & Stefflon Don),single,Halsey,0.445,2018-03-15,0.662,0.0,"['dance pop', 'etherpop', 'indie poptimism', 'pop', 'post-teen pop']",0.0,2.0,"Capitol Records, LLC",207457.0,0.219,-4.802,0.181,200.04,Alone (Feat. Big Sean & Stefflon Don),1.0,0.479
Brett Young,Mercy,15.0,32.0,2016-09-10,73,0.848,Brett Young,album,Brett Young,0.637,2017-02-10,0.375,0.0,['contemporary country'],0.0,4.0,"Big Machine Label Group, LLC",217120.0,0.1,-7.713,0.0292,71.942,Mercy,12.0,0.198
El Chombo Cutty Ranks,Dame Tu Cosita,36.0,7.0,2018-05-05,74,0.0348,Dame Tu Cosita,single,El Chombo,0.891,2018-05-10,0.925,0.0,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']",0.0,2.0,"Ultra Records, LLC",152000.0,0.277,-5.271,0.156,110.017,Dame Tu Cosita,1.0,0.692
Blake Shelton,I Lived It,64.0,14.0,2018-03-17,75,0.476,Texoma Shore,album,Blake Shelton,0.557,2017-11-03,0.571,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.00114,10.0,Warner Bros.,219600.0,0.101,-8.106,0.0281,80.981,I Lived It,11.0,0.392
Luke Combs,Beautiful Crazy,58.0,3.0,2018-05-19,76,0.676,Beautiful Crazy,single,Luke Combs,0.552,2018-05-04,0.402,0.0,"['contemporary country', 'country road']",0.0,11.0,River House Artists/Columbia Nashville,193200.0,0.0928,-7.431,0.0262,103.313,Beautiful Crazy,1.0,0.382
"Diplo, French Montana Lil Pump Zhavia Ward",Welcome To The Party,78.0,2.0,2018-06-02,77,0.114,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]",single,Diplo,0.618,2018-05-15,0.845,1.0,"['bmore', 'edm', 'moombahton', 'ninja', 'pop']",0.0,2.0,Columbia,181720.0,0.415,0.175,0.132,171.921,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",1.0,0.486
Billie Eilish Khalid,Lovely,79.0,2.0,2018-06-09,78,0.934,lovely (with Khalid),single,Billie Eilish,0.351,2018-04-19,0.296,0.0,['pop'],0.0,4.0,Darkroom,200185.0,0.095,-10.109,0.0333,115.284,lovely (with Khalid),1.0,0.12
"Khalid, Ty Dolla $ign 6LACK",OTW,57.0,8.0,2017-01-07,79,0.183,OTW,single,Khalid,0.652,2018-04-20,0.678,1.0,"['indie r&b', 'pop']",3.26e-05,2.0,"Right Hand Music Group, LLC/RCA Records",263013.0,0.106,-6.183,0.0541,72.989,OTW,1.0,0.28
Luke Combs,Must've Never Met You,81.0,1.0,2018-06-16,80,0.00951,This One's for You Too (Deluxe Edition),album,Luke Combs,0.455,2018-06-01,0.892,0.0,"['contemporary country', 'country road']",0.0,6.0,River House Artists/Columbia Nashville,198880.0,0.143,-3.218,0.0566,75.218,Must've Never Met You,14.0,0.641
Bad Wolves,Zombie,54.0,13.0,2018-03-24,81,0.00756,Zombie,single,Bad Wolves,0.448,2018-01-19,0.826,0.0,[],0.0,2.0,Eleven Seven Music,254805.0,0.117,-3.244,0.0319,77.093,Zombie,1.0,0.19
Cardi B Migos,Drip,21.0,9.0,2018-04-21,83,0.0511,Invasion of Privacy,album,Cardi B,0.968,2018-04-06,0.589,1.0,['pop'],0.0,11.0,Atlantic/KSR,262308.0,0.0731,-7.808,0.255,129.993,Drip (feat. Migos),2.0,0.268
Gorillaz George Benson,Humility,85.0,1.0,2018-06-16,84,0.144,Humility (feat. George Benson),single,Gorillaz,0.632,2018-05-31,0.807,0.0,"['alternative hip hop', 'art pop']",0.0211,0.0,Parlophone UK,197933.0,0.125,-5.893,0.126,160.174,Humility (feat. George Benson),1.0,0.784
Jake Owen,I Was Jack (You Were Diane),86.0,2.0,2018-06-09,85,0.0875,Jake Owen,single,Jake Owen,0.612,2018-04-06,0.878,0.0,"['contemporary country', 'country', 'country road', 'modern country rock']",0.0,6.0,Big Loud Records,188013.0,0.0505,-3.556,0.0452,94.014,I Was Jack (You Were Diane),1.0,0.599
Travis Scott Lil Uzi Vert Kanye West,Watch,16.0,5.0,2018-05-19,86,0.0372,Watch (feat. Lil Uzi Vert & Kanye West),single,Travis Scott,0.706,2018-05-04,0.559,1.0,"['pop', 'pop rap', 'rap', 'trap music']",0.0,4.0,Epic/Grand Hustle/Cactus Jack,217405.0,0.379,-5.216,0.0416,78.534,Watch (feat. Lil Uzi Vert & Kanye West),1.0,0.252
Post Malone,Rich & Sad,14.0,6.0,2018-05-12,87,0.186,beerbongs & bentleys,album,Post Malone,0.601,2018-04-27,0.59,1.0,"['pop', 'rap']",0.0,2.0,Republic Records,206453.0,0.0942,-5.001,0.0569,151.952,Rich & Sad,3.0,0.274
Weezer,Africa,89.0,1.0,2018-06-16,88,0.238,Africa,single,Weezer,0.5,2018-05-29,0.77,0.0,"['alternative rock', 'modern rock', 'permanent wave', 'pop punk', 'pop rock', 'post-grunge', 'rock']",0.00636,8.0,Crush Music/Atlantic,238148.0,0.104,-5.059,0.0432,92.223,Africa,1.0,0.633
Playboi Carti Lil Uzi Vert,Shoota,46.0,4.0,2018-05-26,89,0.191,Die Lit,album,Playboi Carti,0.674,2018-05-11,0.649,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,AWGE Label,153800.0,0.122,-8.433,0.199,153.069,Shoota (feat. Lil Uzi Vert),6.0,0.48
"YG 2 Chainz, Big Sean Nicki Minaj",Big Bank,66.0,2.0,2018-06-09,90,0.00582,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",single,YG,0.743,2018-05-25,0.339,1.0,"['gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,1.0,Def Jam Recordings,238373.0,0.0812,-7.678,0.409,203.927,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",1.0,0.118
Lil Baby Gunna Lil Uzi Vert,Life Goes On,74.0,3.0,2018-06-02,91,0.0021,Harder Than Ever,album,Lil Baby,0.716,2018-05-18,0.541,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,1.0,"Quality Control Music, LLC",247054.0,0.115,-7.909,0.149,139.978,Life Goes On,13.0,0.387
Lil Skies,Lust,87.0,4.0,2018-05-26,92,0.138,Life of a Dark Rose,album,Lil Skies,0.718,2017-12-12,0.767,1.0,"['rap', 'trap music']",0.0,9.0,All We Got Ent.,156000.0,0.114,-5.641,0.166,160.084,Lust,4.0,0.519
Post Malone,Paranoid,11.0,6.0,2018-05-12,93,0.0379,beerbongs & bentleys,album,Post Malone,0.61,2018-04-27,0.554,0.0,"['pop', 'rap']",3.84e-05,0.0,Republic Records,221786.0,0.166,-5.501,0.137,159.85,Paranoid,1.0,0.244
Jordan Davis,Singles You Up,50.0,18.0,2018-02-17,94,0.0491,Home State,album,Jordan Davis,0.491,2018-03-23,0.907,0.0,['contemporary country'],0.0,7.0,MCA Nashville,182666.0,0.242,-3.594,0.0481,199.943,Singles You Up,5.0,0.631
5 Seconds Of Summer,Youngblood,96.0,1.0,2018-06-16,95,0.0169,Youngblood,single,5 Seconds of Summer,0.596,2018-04-12,0.854,0.0,"['boy band', 'pop', 'post-teen pop']",0.0,7.0,Capitol,203417.0,0.124,-5.114,0.463,120.274,Youngblood,1.0,0.152
Ozuna Romeo Santos,El Farsante,49.0,19.0,2018-02-10,96,0.218,El Farsante (Remix),single,Ozuna,0.737,2018-01-30,0.742,0.0,"['reggaeton', 'trap latino']",0.0,6.0,VP Records Corp/Dimelo Vi,258000.0,0.316,-2.875,0.0441,119.966,El Farsante - Remix,1.0,0.386
Rich The Kid Kendrick Lamar,New Freezer,41.0,19.0,2018-02-10,97,0.0405,The World Is Yours,album,Rich The Kid,0.884,2018-03-30,0.698,1.0,"['pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,0.0,Rich The Kid / (TDE/ISR PS),191937.0,0.195,-9.101,0.364,140.068,New Freezer (feat. Kendrick Lamar),2.0,0.575
Becky G Natti Natasha,Sin Pijama,99.0,1.0,2018-06-16,98,0.354,Sin Pijama,single,Becky G,0.791,2018-04-20,0.745,0.0,"['dance pop', 'pop', 'post-teen pop']",2.93e-05,11.0,Sony Music Latin,188560.0,0.104,-3.695,0.0464,94.014,Sin Pijama,1.0,0.82
Chris Lane Tori Kelly,Take Back Home Girl,92.0,2.0,2018-04-14,99,0.377,Take Back Home,single,Chris Lane,0.49,2017-12-08,0.794,0.0,['contemporary country'],0.0,11.0,Big Loud Records,211426.0,0.0921,-3.811,0.0738,160.031,Take Back Home Girl (Feat. Tori Kelly),1.0,0.625
Kendrick Lamar SZA,All The Stars,7.0,21.0,2018-01-20,100,0.0538,Black Panther The Album Music From And Inspired By,album,Kendrick Lamar,0.709,2018-02-09,0.635,1.0,"['hip hop', 'pop rap', 'rap', 'west coast rap']",0.000139,5.0,Interscope,232186.0,0.098,-4.865,0.0461,96.825,All The Stars (with SZA),2.0,0.536
Offset Metro Boomin,Ric Flair Drip,13.0,31.0,2017-11-18,101,0.149,Without Warning,album,Offset,0.88,2017-10-30,0.428,1.0,['trap music'],5.07e-05,9.0,Epic,172800.0,0.114,-8.28,0.206,100.007,Ric Flair Drip (& Metro Boomin),3.0,0.333
A$AP Rocky Moby,A$AP Forever,63.0,2.0,2018-04-21,102,0.224,A$AP Forever,single,A$AP Rocky,0.469,2018-04-05,0.78,1.0,"['east coast hip hop', 'pop', 'pop rap', 'rap', 'trap music']",0.0,10.0,A$AP Worldwide/Polo Grounds Music/RCA Records,233061.0,0.13,-6.49,0.122,125.999,A$AP Forever,1.0,0.444
Pusha T,Infrared,65.0,1.0,2018-06-09,103,0.0518,DAYTONA,album,Pusha T,0.674,2018-05-25,0.578,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0055,10.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",170240.0,0.72,-8.768,0.298,112.265,Infrared,7.0,0.163
"Jay Rock, Kendrick Lamar, Future James Blake",King's Dead,21.0,20.0,2018-01-27,104,0.000874,"King's Dead (with Kendrick Lamar, Future & James Blake)",single,Jay Rock,0.563,2018-01-12,0.717,1.0,"['dirty south rap', 'gangster rap', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",0.0,1.0,Top Dawg Ent./Aftermath/Interscope Records,229670.0,0.183,-5.186,0.337,82.064,"King's Dead (with Kendrick Lamar, Future & James Blake)",1.0,0.427
Pusha T,If You Know You Know,73.0,1.0,2018-06-09,105,0.0186,DAYTONA,album,Pusha T,0.46,2018-05-25,0.697,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,6.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",202120.0,0.362,-5.954,0.325,153.426,If You Know You Know,1.0,0.701
Pusha T Kanye West,What Would Meek Do?,75.0,1.0,2018-06-09,106,0.0064,DAYTONA,album,Pusha T,0.678,2018-05-25,0.636,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",8.38e-06,1.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",153266.0,0.177,-3.155,0.0782,83.071,What Would Meek Do?,6.0,0.0636
Shawn Mendes Khalid,Youth,23.0,18.0,2016-02-20,107,0.578,Shawn Mendes,album,Shawn Mendes,0.62,2018-05-25,0.594,0.0,"['canadian pop', 'pop', 'viral pop']",0.0,11.0,Island Records,190866.0,0.147,-6.678,0.0775,99.962,Youth feat. Khalid,11.0,0.312
Jennifer Lopez DJ Khaled Cardi B,Dinero,80.0,1.0,2018-06-09,108,0.41,Dinero,single,Jennifer Lopez,0.721,2018-05-17,0.881,0.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",7.61e-06,8.0,Epic/Nuyorican Productions,213750.0,0.292,-2.528,0.342,127.759,Dinero,1.0,0.643
Darius Rucker,For The First Time,58.0,10.0,2018-04-07,109,0.00738,When Was The Last Time,album,Darius Rucker,0.547,2017-10-20,0.804,0.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'pop rock']",0.0,6.0,Capitol Records Nashville,197053.0,0.0308,-5.268,0.0361,142.016,For The First Time,1.0,0.666
Luke Bryan,Most People Are Good,43.0,18.0,2018-02-10,110,0.174,What Makes You Country,album,Luke Bryan,0.582,2017-12-08,0.728,0.0,"['contemporary country', 'country', 'country road']",0.0,8.0,Capitol Records Nashville,221800.0,0.139,-6.151,0.0292,150.013,Most People Are Good,4.0,0.537
Logic Marshmello,Everyday,29.0,13.0,2015-06-20,111,0.041,Bobby Tarantino II,album,Logic,0.67,2018-03-09,0.752,1.0,"['hip hop', 'pop rap', 'rap']",0.0,1.0,Def Jam Recordings,204746.0,0.0749,-4.146,0.0374,149.961,Everyday,12.0,0.442
Post Malone Swae Lee,Spoil My Night,15.0,5.0,2018-05-12,112,0.337,beerbongs & bentleys,album,Post Malone,0.669,2018-04-27,0.675,1.0,"['pop', 'rap']",1.5e-05,1.0,Republic Records,194560.0,0.109,-2.869,0.0337,160.911,Spoil My Night (feat. Swae Lee),2.0,0.262
Panic! At The Disco,High Hopes,98.0,1.0,2018-06-09,113,0.193,High Hopes On Saturday Night,single,Panic! At The Disco,0.579,2018-05-23,0.904,0.0,"['emo', 'modern rock', 'pop punk', 'vegas indie']",0.0,5.0,DCD2 / Fueled By Ramen,190946.0,0.064,-2.729,0.0618,82.014,High Hopes,1.0,0.681
XXXTENTACION,Moonlight,35.0,9.0,2017-07-29,114,0.556,?,album,XXXTENTACION,0.921,2018-03-16,0.537,1.0,[],0.00404,9.0,"Bad Vibes Forever, LLC",135090.0,0.102,-5.723,0.0804,128.009,Moonlight,3.0,0.711
Pusha T,The Games We Play,100.0,1.0,2018-06-09,115,0.0713,DAYTONA,album,Pusha T,0.694,2018-05-25,0.796,1.0,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0163,5.0,"Getting Out Our Dreams, Inc./Def Jam Recordings",166120.0,0.096,-3.696,0.198,78.033,The Games We Play,2.0,0.592
Kevin Gates,Change Lanes,68.0,1.0,2018-06-02,116,0.129,Chained To The City,single,Kevin Gates,0.706,2018-05-16,0.783,1.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,2.0,Bread Winners' Association,205861.0,0.0952,-5.337,0.424,130.195,Change Lanes,1.0,0.513
Kris Wu,Like That,73.0,1.0,2018-06-02,117,0.775,Like That,single,Kris Wu,0.823,2018-05-18,0.447,0.0,['chinese hip hop'],1.48e-05,1.0,Universal Music Ltd,228661.0,0.0931,-10.562,0.126,110.059,Like That,1.0,0.413
Lil Baby,Southside,79.0,1.0,2018-06-02,118,0.00271,Harder Than Ever,album,Lil Baby,0.811,2018-05-18,0.646,1.0,"['rap', 'southern hip hop', 'trap music']",0.0,8.0,"Quality Control Music, LLC",173437.0,0.191,-4.902,0.257,77.555,Southside,9.0,0.386
Kevin Gates,Let It Sing,82.0,1.0,2018-06-02,119,0.0392,Chained To The City,single,Kevin Gates,0.737,2018-05-16,0.728,1.0,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0.0,5.0,Bread Winners' Association,195455.0,0.159,-5.498,0.402,144.964,Let It Sing,3.0,0.587
Pharrell Williams Camila Cabello,Sangria Wine,83.0,1.0,2018-06-02,120,0.181,Sangria Wine,single,Pharrell Williams,0.831,2018-05-18,0.713,0.0,"['dance pop', 'pop', 'pop rap']",0.0,1.0,Columbia,202853.0,0.0572,-3.646,0.094,132.109,Sangria Wine,1.0,0.69
NAV Travis Scott,Champion,86.0,1.0,2018-06-02,121,0.381,RECKLESS,album,NAV,0.642,2018-05-18,0.782,1.0,"['canadian hip hop', 'pop', 'rap', 'trap music']",0.0,5.0,Republic Records,195053.0,0.108,-3.395,0.0477,162.005,Champion (feat. Travis Scott),5.0,0.396
Lil Skies Landon Cube,Red Roses,69.0,20.0,2018-01-20,122,0.547,Life of a Dark Rose,album,Lil Skies,0.691,2017-12-12,0.683,1.0,"['rap', 'trap music']",0.0,0.0,All We Got Ent.,262544.0,0.221,-7.335,0.0954,140.002,Red Roses (feat. Landon Cube),3.0,0.456
Post Malone,Stay,7.0,31.0,2017-03-18,123,0.414,beerbongs & bentleys,album,Post Malone,0.479,2018-04-27,0.468,1.0,"['pop', 'rap']",0.0,5.0,Republic Records,204426.0,0.148,-5.396,0.0274,85.913,Stay,12.0,0.35
J. Cole,ATM,6.0,5.0,2018-05-05,124,0.115,KOD,album,J. Cole,0.719,2018-04-20,0.497,1.0,"['pop', 'pop rap', 'rap']",0.0,8.0,J. Cole P&D,216726.0,0.0898,-7.661,0.681,81.651,ATM,5.0,0.345
J. Cole,Kevin's Heart,8.0,5.0,2018-05-05,125,0.482,KOD,album,J. Cole,0.829,2018-04-20,0.527,1.0,"['pop', 'pop rap', 'rap']",0.0,6.0,J. Cole P&D,200309.0,0.631,-6.644,0.367,116.078,Kevin’s Heart,7.0,0.473
Meghan Trainor,No Excuses,46.0,12.0,2018-03-17,126,0.0224,No Excuses,single,Meghan Trainor,0.827,2018-03-01,0.658,0.0,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",0.0,6.0,Epic,152862.0,0.0417,-3.846,0.0517,115.016,No Excuses,1.0,0.523
Bhad Bhabie Lil Yachty,Gucci Flip Flops,79.0,3.0,2018-05-19,127,0.0347,Gucci Flip Flops (feat. Lil Yachty),single,Bhad Bhabie,0.822,2018-03-26,0.622,1.0,['pop'],0.0181,8.0,B.H.A.D. Music,150000.0,0.114,-7.33,0.314,160.066,Gucci Flip Flops (feat. Lil Yachty),1.0,0.18
YoungBoy Never Broke Again,Outside Today,31.0,19.0,2018-01-27,128,0.139,Until Death Call My Name,album,YoungBoy Never Broke Again,0.851,2018-04-27,0.666,1.0,['trap music'],0.0,11.0,"Never Broke Again, LLC",129105.0,0.105,-5.334,0.0694,134.068,Outside Today,4.0,0.0585
Sam Hunt,Downtown's Dead,98.0,1.0,2018-06-02,129,0.109,Downtown's Dead,single,Sam Hunt,0.624,2018-05-16,0.696,0.0,['contemporary country'],0.0,11.0,MCA Nashville,213986.0,0.132,-6.006,0.0469,82.001,Downtown's Dead,1.0,0.392
Backstreet Boys,Don't Go Breaking My Heart,99.0,1.0,2018-06-02,130,0.0218,Don't Go Breaking My Heart,single,Backstreet Boys,0.541,2018-05-17,0.703,0.0,"['boy band', 'dance pop', 'europop', 'pop']",0.0,0.0,RCA Records Label,215724.0,0.0964,-5.573,0.102,94.858,Don't Go Breaking My Heart,1.0,0.238
Migos,Stir Fry,8.0,21.0,2018-01-06,131,0.00299,Culture II,album,Migos,0.815,2018-01-26,0.816,1.0,"['pop', 'rap', 'trap music']",0.0,2.0,"Quality Control Music, LLC",190288.0,0.159,-5.474,0.269,181.967,Stir Fry,9.0,0.498
